title,creator,publicationName,coverDate,doi,citedby_count,coverYear
"An interactive atlas of genomic, proteomic, and metabolomic biomarkers promotes the potential of proteins to predict complex diseases",Smelik M.,Scientific Reports,2024-12-01,10.1038/s41598-024-63399-9,0,2024
Machine learning workflow for edge computed arrhythmia detection in exploration class missions,Mani C.,npj Microgravity,2024-12-01,10.1038/s41526-024-00409-0,0,2024
"Facilitators, barriers and support needs to GLA:D exercise adherence – a mixed method study",Matile F.,"BMC Sports Science, Medicine and Rehabilitation",2024-12-01,10.1186/s13102-024-00913-6,0,2024
"[<sup>68</sup>Ga]Ga-NODAGA-TriGalactan, a low molecular weight tracer for the non-invasive imaging of the functional liver reserve",Zierke M.A.,EJNMMI Radiopharmacy and Chemistry,2024-12-01,10.1186/s41181-024-00271-1,0,2024
Molecular insights and antibody response to Dr20/22 in dogs naturally infected with Dirofilaria repens,Pękacz M.,Scientific Reports,2024-12-01,10.1038/s41598-024-63523-9,0,2024
Direct Air Capture carbon dioxide by the 2D single atom solution compressor,Wu Y.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128442,0,2025
Use of ctDNA in early breast cancer: analytical validity and clinical potential,Panet F.,npj Breast Cancer,2024-12-01,10.1038/s41523-024-00653-3,0,2024
Effect of crack density on crack initiation and damage for high confining pressure using wave velocities,Zhang M.,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,2024-12-01,10.1007/s40948-024-00802-9,0,2024
Cultural adaptation of the Mental Illness: Clinicians’ Attitudes Scale (MICA-4) for Brazilian context,Fernandes R.H.H.,Acta Scientiarum - Health Sciences,2024-12-14,10.4025/actascihealthsci.v46i1.65468,0,2024
"Comparison and review of abrasive bronchial brushing versus non-abrasive aspiration, lavage and washing – Higher sensitivity but with risk of over-diagnosis for bronchial brushing",Ng J.K.M.,Annals of Diagnostic Pathology,2024-12-01,10.1016/j.anndiagpath.2024.152352,0,2024
Prediction of O(6)-methylguanine-DNA methyltransferase promoter methylation status in IDH-wildtype glioblastoma using MRI histogram analysis,Liu X.,Neurosurgical Review,2024-12-01,10.1007/s10143-024-02522-w,0,2024
Thyroid function spectrum in Cushing’s syndrome,Yu P.,BMC Endocrine Disorders,2024-12-01,10.1186/s12902-024-01614-4,0,2024
The effect of modified Qiyuan paste on mice with low immunity and sleep deprivation by regulating GABA nerve and immune system,Rong M.,Chinese Medicine (United Kingdom),2024-12-01,10.1186/s13020-024-00939-5,0,2024
A novel and secured email classification using deep neural network with bidirectional long short-term memory,Poobalan A.,Computer Speech and Language,2025-01-01,10.1016/j.csl.2024.101667,0,2025
Identifying the role of (dis)inhibition in the vicious cycle of substance use through ecological momentary assessment and resting-state fMRI,Chirokoff V.,Translational Psychiatry,2024-12-01,10.1038/s41398-024-02949-1,0,2024
Exploring the interplay between vocational competence and dropout intention: insights and perspectives,Ma B.,Empirical Research in Vocational Education and Training,2024-12-01,10.1186/s40461-024-00164-2,0,2024
Association of clinical symptoms and cardiometabolic dysregulations in patients with schizophrenia spectrum disorders,Zhao C.,European Psychiatry,2024-12-13,10.1192/j.eurpsy.2023.2477,0,2024
Recent progress of covalent organic frameworks in high selective separation of radionuclides,Rong Q.,Carbon Research,2024-12-01,10.1007/s44246-024-00137-w,0,2024
Premature thymic functional senescence is a hallmark of childhood acute lymphoblastic leukemia survivorship,Kientega T.,Blood Cancer Journal,2024-12-01,10.1038/s41408-024-01071-1,0,2024
The impact of spectral and temporal processing on speech recognition in children with cochlear implants,DeFreese A.,Scientific Reports,2024-12-01,10.1038/s41598-024-63932-w,0,2024
Effectiveness of two-dimensional shear-wave sonoelastography in the diagnosis and follow-up of infantile hypertrophic pyloric stenosis,Demir S.,Pediatric Surgery International,2024-12-01,10.1007/s00383-024-05738-5,0,2024
"The relationship between moral courage, team work, and safe nursing care in clinical nurses: a multicenter cross-sectional study in Iran",Azizi Z.,BMC Nursing,2024-12-01,10.1186/s12912-024-02097-3,0,2024
Rapid phenotypic differentiation in the iconic Japanese knotweed s.l. invading novel habitats,Yuan W.,Scientific Reports,2024-12-01,10.1038/s41598-024-64109-1,0,2024
"Characterizing infraocclusion in primary molars: prevalence, accompanying findings, and infraocclusion severity and treatment implications",Akgöl B.B.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04428-x,0,2024
A deep learning model for brain segmentation across pediatric and adult populations,Simarro J.,Scientific Reports,2024-12-01,10.1038/s41598-024-61798-6,0,2024
Case analysis of hepatotoxicity caused by vancomycin,Wu J.,Journal of Medical Case Reports,2024-12-01,10.1186/s13256-024-04574-4,0,2024
Probiotics relieve perioperative postoperative cognitive dysfunction induced by cardiopulmonary bypass through the kynurenine metabolic pathway,Zhang X.,Scientific Reports,2024-12-01,10.1038/s41598-024-59275-1,0,2024
"An eco-friendly liquid chromatographic analysis of the triple therapy protocol of amoxicillin, metronidazole and vonoprazan for H. Pylori eradication: application to combined dosage forms and simulated gastric fluid",Mahgoub H.,BMC Chemistry,2024-12-01,10.1186/s13065-024-01210-6,0,2024
Development and validation of an instrument for measuring civic scientific literacy,Liu Y.,Disciplinary and Interdisciplinary Science Education Research,2024-12-01,10.1186/s43031-023-00092-3,0,2024
Identification and diagnostic potential of hsa_circ_101303 in colorectal cancer: unraveling a regulatory network,Li K.Z.,BMC Cancer,2024-12-01,10.1186/s12885-024-12458-5,0,2024
CD36 deletion prevents white matter injury by modulating microglia polarization through the Traf5-MAPK signal pathway,Hou X.,Journal of Neuroinflammation,2024-12-01,10.1186/s12974-024-03143-2,0,2024
Development and validation of machine learning algorithms based on electrocardiograms for cardiovascular diagnoses at the population level,Kalmady S.V.,npj Digital Medicine,2024-12-01,10.1038/s41746-024-01130-8,0,2024
Neonatal healthcare professionals’ experiences of intact cord resuscitation in the mother´s bed- an interview study,Patriksson K.,BMC Pregnancy and Childbirth,2024-12-01,10.1186/s12884-024-06558-0,0,2024
Mathematical processing of RGB data in microfluidic paper-based analytical devices,Fiedoruk-Pogrebniak M.,Scientific Reports,2024-12-01,10.1038/s41598-024-63546-2,0,2024
"High-throughput functional mapping of variants in an arrhythmia gene, KCNE1, reveals novel biology",Muhammad A.,Genome Medicine,2024-12-01,10.1186/s13073-024-01340-5,0,2024
"A lecturer’s voice quality and its effect on memory, listening effort, and perception in a VR environment",Schiller I.S.,Scientific Reports,2024-12-01,10.1038/s41598-024-63097-6,0,2024
The association between empathy and burnout in medical students: a systematic review and meta-analysis,Cairns P.,BMC Medical Education,2024-12-01,10.1186/s12909-024-05625-6,0,2024
"Hyperbaric oxygen therapy vs. pharmacological intervention in adults with fibromyalgia related to childhood sexual abuse: prospective, randomized clinical trial",Boussi-Gross R.,Scientific Reports,2024-12-01,10.1038/s41598-024-62161-5,0,2024
Study of equivalent circuit of GaN based laser chip and packaged laser,Wang J.,Scientific Reports,2024-12-01,10.1038/s41598-024-62078-z,0,2024
Another market segment: sport event tourism by disabled athletes,Yun S.,"BMC Sports Science, Medicine and Rehabilitation",2024-12-01,10.1186/s13102-024-00914-5,0,2024
Welding-induced corrosion and protective measures for clad rebars in neutral chloride environments,Zhuang Z.,Scientific Reports,2024-12-01,10.1038/s41598-024-56348-z,0,2024
A machine learning approach for vocal fold segmentation and disorder classification based on ensemble method,Nobel S.M.N.,Scientific Reports,2024-12-01,10.1038/s41598-024-64987-5,0,2024
PD-1<sup>+</sup> T lymphocyte proportions and hospitalized exacerbation of COPD: a prospective cohort study,Xue H.,Respiratory Research,2024-12-01,10.1186/s12931-024-02847-6,0,2024
"Virtual reality simulation training in laparoscopic surgery – does it really matter, what simulator to use? Results of a cross-sectional study",Sparn M.B.,BMC Medical Education,2024-12-01,10.1186/s12909-024-05574-0,0,2024
Post-stroke hand gesture recognition via one-shot transfer learning using prototypical networks,Sarwat H.,Journal of NeuroEngineering and Rehabilitation,2024-12-01,10.1186/s12984-024-01398-7,0,2024
"Home-based circuit training improves blood lipid profile, liver function, musculoskeletal fitness, and health-related quality of life in overweight/obese older adult patients with knee osteoarthritis and type 2 diabetes: a randomized controlled trial during the COVID-19 pandemic",Al-Mhanna S.B.,"BMC Sports Science, Medicine and Rehabilitation",2024-12-01,10.1186/s13102-024-00915-4,0,2024
Analysis of spatial patterns and influencing factors of farmland transfer in China based on ESDA-GeoDetector,He X.,Scientific Reports,2024-12-01,10.1038/s41598-024-62931-1,0,2024
Efficacy of ivermectin and albendazole combination in suppressing transmission of lymphatic filariasis following mass administration in Tanzania: a prospective cohort study,Fimbo A.M.,Infectious Diseases of Poverty,2024-12-01,10.1186/s40249-024-01214-3,0,2024
"Hearing loss and its association with the proteome of perilymph, cerebrospinal fluid, and tumor tissue in patients with vestibular schwannoma",Edvardsson Rasmussen J.,Scientific Reports,2024-12-01,10.1038/s41598-024-64352-6,0,2024
Autonomous Path Planning And Anti-wind Disturbance Control Of Tilt-rotor Aircraft In Complex And Dense Environment,Yang L.,Journal of Applied Science and Engineering (Taiwan),2025-01-01,10.6180/jase.202501_28(1).0007,0,2025
Decomposition of Disaster Region using Earthquake Parameter and STDM Distance: Catastrophe Bond Pricing Single Period,Anggraeni W.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,10.37934/araset.43.1.171200,0,2025
Does a higher hashrate strengthen Bitcoin network security?,Kim D.,Financial Innovation,2024-12-01,10.1186/s40854-023-00599-8,0,2024
"Impact of adjuvant chemotherapy on survival after pathological complete response in rectal cancer: a meta-analysis of 31,558 patients",de Moraes F.C.A.,International Journal of Colorectal Disease,2024-12-01,10.1007/s00384-024-04668-x,0,2024
Mechanical properties and acoustic emission characteristics of mixed granite after different numbers of freeze‒thaw cycles,Cao J.,Scientific Reports,2024-12-01,10.1038/s41598-024-65008-1,0,2024
Effect of using a kinetic wedge during the hallux dorsiflexion resistance test in asymptomatic individuals,Gómez-Carrión Á.,BMC Musculoskeletal Disorders,2024-12-01,10.1186/s12891-024-07520-z,0,2024
Leisure activities as reserve mediators of the relationship between loneliness and cognition in aging,Du C.,Translational Psychiatry,2024-12-01,10.1038/s41398-024-02960-6,0,2024
High-throughput color determination of red raspberry puree and correlation of color parameters with total anthocyanins,Baldassi C.,Plant Methods,2024-12-01,10.1186/s13007-024-01197-0,0,2024
Comparison of conventional MRI analysis versus MRI-based radiomics to predict the circumferential margin resection involvement of rectal cancer,Liang H.,BMC Gastroenterology,2024-12-01,10.1186/s12876-024-03274-z,0,2024
Potential of microbial-derived biosurfactants for oral applications–a systematic review,Khairunnisa Z.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04479-0,0,2024
Dilated common bile duct is commonly associated with main duct Intraductal Papillary Mucinous Neoplasm of the pancreas,Sbeit W.,BMC Gastroenterology,2024-12-01,10.1186/s12876-024-03291-y,0,2024
Ixodes scapularis density and Borrelia burgdorferi prevalence along a residential-woodland gradient in a region of emerging Lyme disease risk,Logan J.J.,Scientific Reports,2024-12-01,10.1038/s41598-024-64085-6,0,2024
Chronic effects of commercial pesticide preparations on biomarkers and reproductive success in earthworm Eisenia andrei,Lončarić Ž.,Environmental Sciences Europe,2024-12-01,10.1186/s12302-024-00940-7,0,2024
Peripheral blood eosinophils: an important reference for radiologists to distinguish between pulmonary paragonimiasis and tuberculous pleurisy in children,Zhang K.Y.,BMC Infectious Diseases,2024-12-01,10.1186/s12879-024-09461-3,0,2024
"Rapid photocatalytic dye degradation, enhanced antibacterial and antifungal activities of silver stacked zinc oxide garnished on carbon nanotubes",Wagh S.S.,Scientific Reports,2024-12-01,10.1038/s41598-024-64746-6,0,2024
Enhancing oral squamous cell carcinoma detection: a novel approach using improved EfficientNet architecture,Soni A.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04307-5,0,2024
Modulation of serotonin transporter expression by escitalopram under inflammation,Mena S.,Communications Biology,2024-12-01,10.1038/s42003-024-06240-3,0,2024
Efficient capture of ReO<inf>4</inf><sup>−</sup>/TcO<inf>4</inf><sup>−</sup> on anion exchange resin from wastewater,Tong J.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128168,0,2025
